Brand_ID,Product_ID,Product_Name ,Product_Image
30,1,Victoria's Secret LaceUp Stilettos,Victoria's Secret_LaceUp_Stilettos.png
30,2,Angel Wing Embellished Sandals,Victoria's Secret_Angel_Wing_Embellished_Sandals.png
30,3,Dreamy Velvet Booties,Victoria's Secret_Dreamy_Velvet_Booties.png
30,4,Satin Bow Ballet Flats,Victoria's Secret_Satin_Bow_Ballet_Flats.png
30,5,Sequin SlipOn Sneakers,Victoria's Secret_Sequin_SlipOn_Sneakers.png
30,6,Strappy LingerieInspired Heels,Victoria's Secret_Strappy_LingerieInspired_Heels.png
30,7,VS Logo HighTop Sneakers,Victoria's Secret_VS_Logo_HighTop_Sneakers.png
30,8,RuffleTrimmed Slingbacks,Victoria's Secret_RuffleTrimmed_Slingbacks.png
30,9,Floral Lace Espadrilles,Victoria's Secret_Floral_Lace_Espadrilles.png
30,10,Embroidered ThighHigh Boots,Victoria's Secret_Embroidered_ThighHigh_Boots.png
31,11,F21 Faux Leather Ankle Boots,Forever_21_F21_Faux_Leather_Ankle_Boots.png
31,12,Ruffle Trim Block Heels,Forever_21_Ruffle_Trim_Block_Heels.png
31,13,Mesh Panel Sneaker Boots,Forever_21_Mesh_Panel_Sneaker_Boots.png
31,14,Studded Western Booties,Forever_21_Studded_Western_Booties.png
31,15,Camo Print SlipOns,Forever_21_Camo_Print_SlipOns.png
31,16,Transparent Heel Mules,Forever_21_Transparent_Heel_Mules.png
31,17,F21 Logo HighTop Sneakers,Forever_21_F21_Logo_HighTop_Sneakers.png
31,18,Denim OvertheKnee Boots,Forever_21_Denim_OvertheKnee_Boots.png
31,19,Leopard Print Loafers,Forever_21_Leopard_Print_Loafers.png
31,20,Buckle Strap Combat Boots,Forever_21_Buckle_Strap_Combat_Boots.png
32,21,Topshop Suede Ankle Boots,Topshop_Topshop_Suede_Ankle_Boots.png
32,22,Buckled Biker Booties,Topshop_Buckled_Biker_Booties.png
32,23,Topshop Logo SlipOns,Topshop_Topshop_Logo_SlipOns.png
32,24,Crocodile Embossed Heels,Topshop_Crocodile_Embossed_Heels.png
32,25,Striped Pointed Flats,Topshop_Striped_Pointed_Flats.png
32,26,Embellished Loafer Mules,Topshop_Embellished_Loafer_Mules.png
32,27,Topshop Western Boots,Topshop_Topshop_Western_Boots.png
32,28,Satin Wraparound Sandals,Topshop_Satin_Wraparound_Sandals.png
32,29,Mesh Insert Sneakers,Topshop_Mesh_Insert_Sneakers.png
32,30,Clear Block Heel Booties,Topshop_Clear_Block_Heel_Booties.png
33,31,Uniqlo Canvas SlipOns,Uniqlo_Uniqlo_Canvas_SlipOns.png
33,32,Classic White Sneakers,Uniqlo_Classic_White_Sneakers.png
33,33,Uniqlo Logo HighTops,Uniqlo_Uniqlo_Logo_HighTops.png
33,34,Minimalist Suede Loafers,Uniqlo_Minimalist_Suede_Loafers.png
33,35,Striped Espadrille Flats,Uniqlo_Striped_Espadrille_Flats.png
33,36,SlipResistant Work Shoes,Uniqlo_SlipResistant_Work_Shoes.png
33,37,Uniqlo Slipper Mules,Uniqlo_Uniqlo_Slipper_Mules.png
33,38,UltraLight Running Shoes,Uniqlo_UltraLight_Running_Shoes.png
33,39,Uniqlo FlipFlops,Uniqlo_Uniqlo_FlipFlops.png
33,40,Breathable Mesh Sneakers,Uniqlo_Breathable_Mesh_Sneakers.png
34,41,Mango Leather Ankle Boots,Mango_Mango_Leather_Ankle_Boots.png
34,42,Suede Fringe Booties,Mango_Suede_Fringe_Booties.png
34,43,Embellished TStrap Sandals,Mango_Embellished_TStrap_Sandals.png
34,44,Mango Logo SlipOn Sneakers,Mango_Mango_Logo_SlipOn_Sneakers.png
34,45,Snakeskin Print Heels,Mango_Snakeskin_Print_Heels.png
34,46,LaceUp Combat Boots,Mango_LaceUp_Combat_Boots.png
34,47,Pointed Toe Slingbacks,Mango_Pointed_Toe_Slingbacks.png
34,48,Mango Velvet Loafers,Mango_Mango_Velvet_Loafers.png
34,49,Platform Espadrille Wedges,Mango_Platform_Espadrille_Wedges.png
34,50,Mango Bow Detail Pumps,Mango_Mango_Bow_Detail_Pumps.png
35,51,Balmain Patent Leather Boots,Balmain_Balmain_Patent_Leather_Boots.png
35,52,ChainEmbellished Booties,Balmain_ChainEmbellished_Booties.png
35,53,Balmain Logo HighTop Sneakers,Balmain_Balmain_Logo_HighTop_Sneakers.png
35,54,Studded Ankle Strap Sandals,Balmain_Studded_Ankle_Strap_Sandals.png
35,55,Balmain Python Print Heels,Balmain_Balmain_Python_Print_Heels.png
35,56,LaceUp Military Boots,Balmain_LaceUp_Military_Boots.png
35,57,Balmain CrystalEmbellished Pumps,Balmain_Balmain_CrystalEmbellished_Pumps.png
35,58,Balmain Buckle Detail Loafers,Balmain_Balmain_Buckle_Detail_Loafers.png
35,59,SockLike Sneaker Boots,Balmain_SockLike_Sneaker_Boots.png
35,60,Balmain Camouflage Sneakers,Balmain_Balmain_Camouflage_Sneakers.png
36,61,Alexander McQueen Skull Detail Booties,Alexander_McQueen_Alexander_McQueen_Skull_Detail_Booties.png
36,62,Oversized Sole Sneakers,Alexander_McQueen_Oversized_Sole_Sneakers.png
36,63,McQueen Logo HighTops,Alexander_McQueen_McQueen_Logo_HighTops.png
36,64,Exaggerated Sole Loafers,Alexander_McQueen_Exaggerated_Sole_Loafers.png
36,65,Leather Harness Ankle Boots,Alexander_McQueen_Leather_Harness_Ankle_Boots.png
36,66,McQueen Platform Sandals,Alexander_McQueen_McQueen_Platform_Sandals.png
36,67,Python Print Pumps,Alexander_McQueen_Python_Print_Pumps.png
36,68,CrocEmbossed Sneakers,Alexander_McQueen_CrocEmbossed_Sneakers.png
36,69,Studded Combat Boots,Alexander_McQueen_Studded_Combat_Boots.png
36,70,Givenchy Shark Lock Booties,Givenchy_Givenchy_Shark_Lock_Booties.png
37,71,Logo Strap Slide Sandals,Givenchy_Logo_Strap_Slide_Sandals.png
37,72,Givenchy Logo HighTop Sneakers,Givenchy_Givenchy_Logo_HighTop_Sneakers.png
37,73,LaceUp Heeled Oxfords,Givenchy_LaceUp_Heeled_Oxfords.png
37,74,Givenchy Chain Detail Pumps,Givenchy_Givenchy_Chain_Detail_Pumps.png
37,75,Sock Boot Sneakers,Givenchy_Sock_Boot_Sneakers.png
37,76,Givenchy G Logo Espadrilles,Givenchy_Givenchy_G_Logo_Espadrilles.png
37,77,Studded Chelsea Boots,Givenchy_Studded_Chelsea_Boots.png
37,78,Givenchy Velvet Ballet Flats,Givenchy_Givenchy_Velvet_Ballet_Flats.png
37,79,SlipOn Loafers,Givenchy_SlipOn_Loafers.png
38,80,YSL Tribute Platform Sandals,YSL_Classic_Loafers.png
38,81,YSL Logo HighTop Sneakers,YSL_Suede_Boots.png
38,82,Opyum Heel Ankle Boots,YSL_Parisian_Pumps.png
38,83,YSL Signature Court Shoes,YSL_Monogram_Sneakers.png
38,84,YSL Python Print Booties,YSL_Logo_Ankle_Boots.png
38,85,YSL Monogram Espadrilles,YSL_Tribute_Sandals.png
38,86,Studded Combat Boots,YSL_Jodhpur_Boots.png
38,87,YSL Chain Detail Pumps,YSL_Court_Classic_Sneakers.png
38,88,Classic YSL Velvet Loafers,YSL_Cassandre_Ballet_Flats.png
38,89,Suede Pointed Toe Flats,YSL_Loulou_Chelsea_Boots.png
39,90,Steve Madden Suede Ankle Boots,Steve_Madden_Chunky_Platform_Boots.png
39,91,Steve Madden Combat Booties,Steve_Madden_Quilted_HighTop_Sneakers.png
39,92,Steve Madden SlipOn Sneakers,Steve_Madden_Faux_Fur_Mules.png
39,93,Leopard Print Heels,Steve_Madden_Studded_Gladiator_Sandals.png
39,94,Fringe Detail Sandals,Steve_Madden_Camo_Print_Sneaker_Boots.png
39,95,Steve Madden Logo HighTops,Steve_Madden_Transparent_Heels.png
39,96,Studded Biker Boots,Steve_Madden_Penny_Loafer_Mules.png
39,97,Steve Madden Clear Heel Mules,Steve_Madden_Rhinestone_Slingback_Pumps.png
39,98,Steve Madden Block Heel Sandals,Steve_Madden_Perforated_Sneakers.png
39,99,Sock Sneaker Booties,Steve_Madden_Braided_Jute_Espadrilles.png
40,100,Fila Disruptor Chunky Sneakers,Fila_Fila_Disruptor_Sneakers.png
40,101,Fila Logo HighTop Basketball Shoes,Fila_Fila_Logo_HighTop_Sneakers.png
40,102,Retro Fila Tennis Sneakers,Fila_Fila_Ray_Tracer_Sneakers.png
40,103,Fila Ray Tracer Running Shoes,Fila_Fila_Original_Fitness_Sneakers.png
40,104,Fila Heritage Court Classics,Fila_Fila_DFormation_Sneakers.png
40,105,Fila Vulc HighTop Skate Shoes,Fila_Fila_Cage_Gore_Tex_Sneakers.png
40,106,Fila Memory Foam Athletic Sneakers,Fila_Fila_Mindblower_Sneakers.png
40,107,Fila Disruptor II Platform Sandals,Fila_Fila_Old_School_Sneakers.png
40,108,Fila Striped Slide Sandals,Fila_Fila_Targa_Sneakers.png
40,109,Fila Canvas LowTop Sneakers,Fila_Fila_Heritage_Tracer_Sneakers.png
41,110,Guess Stiletto Heel Booties,Guess_Leopard_Print_Ballet_Flats.png
41,111,Guess Logo HighTop Sneakers,Guess_Buckle_Detail_SlipOns.png
41,112,Guess Leopard Print Pumps,Guess_Snake_Print_Slingback_Sandals.png
41,113,Quilted SlipOn Sneakers,Guess_Studded_Ankle_Booties.png
41,114,Guess LaceUp Gladiator Sandals,Guess_Quilted_HighTop_Sneakers.png
41,115,Guess Metallic Sneaker Wedges,Guess_Clear_Heel_Mules.png
41,116,Guess PeepToe Slingbacks,Guess_Floral_Print_Pumps.png
41,117,Guess Embossed Logo Loafers,Guess_LaceUp_Gladiator_Sandals.png
41,118,Guess Patent Leather Ankle Boots,Guess_Retro_Logo_Sneakers.png
41,119,Guess Embellished SlipOns,Guess_CrystalEmbellished_SlipOns.png
42,120,Diesel LaceUp Combat Boots,Diesel_Patent_Leather_HighTop_Sneakers.png
42,121, Diesel Logo HighTop Sneakers,Diesel_Logo_Distressed_SlipOns.png
42,122,Diesel Distressed Denim Sneakers,Diesel_CrocEmbossed_Ankle_Boots.png
42,123,Diesel Leather Biker Booties,Diesel_Faux_Fur_Lined_Winter_Boots.png
42,124,Diesel Zipper Detail Sneaker Boots,Diesel_Canvas_Platform_Sneakers.png
42,125,Diesel Camo Print SlipOns,Diesel_Leopard_Print_Sock_Booties.png
42,126,Diesel Studded Ankle Boots,Diesel_SlipOn_Snake_Print_Sneakers.png
42,127,Diesel SockStyle Sneakers,Diesel_Camo_Pattern_HighTops.png
42,128,Diesel Platform Sandals,Diesel_Retro_Track_Sneakers.png
42,129,Diesel Crocodile Embossed Loafers,Diesel_Leather_Chelsea_Booties.png
43,130,Lululemon Yoga SlipOns,Lululemon_Yoga_SlipOns.png
43,131,Lululemon Logo Athletic Sneakers,Lululemon_Logo_Athletic_Sneakers.png
43,132,Lululemon Knit Running Shoes,Lululemon_Knit_Running_Shoes.png
43,133,Lululemon Yoga Mat Sandals,Lululemon_Yoga_Mat_Sandals.png
43,134,Lululemon Seamless Sneaker Socks,Lululemon_Seamless_Sneaker_Socks.png
43,135,Lululemon CrossTrainer Shoes,Lululemon_CrossTrainer_Shoes.png
43,136,Lululemon Slide Sandals,Lululemon_Slide_Sandals.png
43,137,Lululemon Breathable Workout Sneakers,Lululemon_Breathable_Workout_Sneakers.png
43,138,Lululemon Ballet Flats,Lululemon_Ballet_Flats.png
43,139,Lululemon Hiking Boots,Lululemon_Hiking_Boots.png
44,140,J.Crew Leather Chelsea Boots,J.Crew_Leather_Chelsea_Boots.png
44,141,J.Crew Bow Detail Ballet Flats,J.Crew_Bow_Detail_Ballet_Flats.png
44,142,J.Crew Plaid Loafers,J.Crew_Plaid_Loafers.png
44,143,J.Crew Canvas Espadrilles,J.Crew_Canvas_Espadrilles.png
44,144,J.Crew CapToe Pumps,J.Crew_CapToe_Pumps.png
44,145,J.Crew Suede Desert Boots,J.Crew_Suede_Desert_Boots.png
44,146,J.Crew Gingham SlipOns,J.Crew_Gingham_SlipOns.png
44,147,J.Crew Pointed Toe Slingbacks,J.Crew_Pointed_Toe_Slingbacks.png
44,148,J.Crew Leopard Print Sandals,J.Crew_Leopard_Print_Sandals.png
44,149,J.Crew Classic Penny Loafers,J.Crew_Classic_Penny_Loafers.png
45,150,Banana Republic Suede Ankle Boots,Banana_Republic_Suede_Ankle_Boots.png
45,151,Banana Republic Logo Sneakers,Banana_Republic_Logo_Sneakers.png
45,152,Banana Republic Patent Leather Pumps,Banana_Republic_Patent_Leather_Pumps.png
45,153,Banana Republic Oxford Brogues,Banana_Republic_Oxford_Brogues.png
45,154,Banana Republic Heeled Mules,Banana_Republic_Heeled_Mules.png
45,155,Banana Republic Leopard Print Flats,Banana_Republic_Leopard_Print_Flats.png
45,156,Banana Republic Sock Booties,Banana_Republic_Sock_Booties.png
45,157,Banana Republic Slingback Sandals,Banana_Republic_Slingback_Sandals.png
45,158,Banana Republic Pointed Toe Loafers,Banana_Republic_Pointed_Toe_Loafers.png
45,159,Banana Republic Embossed Leather Boots,Banana_Republic_Embossed_Leather_Boots.png
46,160,Old Navy Faux Suede Booties,Old_Navy_Canvas_SlipOns.png
46,161,Old Navy SlipOn Sneakers,Old_Navy_Faux_Fur_Slippers.png
46,162,Old Navy Platform Espadrilles,Old_Navy_Striped_Espadrilles.png
46,163,Old Navy Canvas HighTops,Old_Navy_Quilted_Sneakers.png
46,164,Old Navy Slide Sandals,Old_Navy_HighTop_Trainers.png
46,165,Old Navy FlipFlops,Old_Navy_Flip_Flops.png
46,166,Old Navy Classic SlipOns,Old_Navy_Cork_Sandals.png
46,167,Old Navy Thong Sandals,Old_Navy_Cowboy_Boots.png
46,168,Old Navy Jelly Ballet Flats,Old_Navy_Chelsea_Booties.png
46,169,Old Navy Striped Slipper Slides,Old_Navy_Platform_Sneakers.png
47,170,Aeropostale LaceUp Combat Boots,Aeropostale_Distressed_Jeans.png
47,171,Aeropostale Logo HighTop Sneakers,Aeropostale_Ribbed_Tank_Top.png
47,172,Aeropostale Denim SlipOns,Aeropostale_Plaid_Shirt.png
47,173,Aeropostale Faux Leather Ankle Boots,Aeropostale_Hooded_Sweatshirt.png
47,174,Aeropostale Floral Print Sneakers,Aeropostale_Ripped_Jeggings.png
47,175,Aeropostale Studded Sandals,Aeropostale_Baseball_Cap.png
47,176,Aeropostale Canvas LowTop Sneakers,Aeropostale_Cropped_Hoodie.png
47,177,Aeropostale Striped Espadrilles,Aeropostale_Cargo_Shorts.png
47,178,Aeropostale Buckle Detail Mules,Aeropostale_SideStripe_Leggings.png
47,179,Aeropostale Plaid SlipOns,Aeropostale_Denim_Jacket.png
48,180,American Eagle Outfitters Suede Booties,AmericanEagle_Distressed_Jeans.png
48,181,American Eagle Outfitters Logo Sneakers,AmericanEagle_Plaid_Shirt.png
48,182,American Eagle Outfitters LaceUp Ankle Boots,AmericanEagle_Cropped_Hoodie.png
48,183,American Eagle Outfitters SlipOn Sneakers,AmericanEagle_Ribbed_Tank_Top.png
48,184,American Eagle Outfitters Leopard Print Sandals,AmericanEagle_Denim_Jacket.png
48,185,American Eagle Outfitters HighTop Sneakers,AmericanEagle_Cargo_Shorts.png
48,186,American Eagle Outfitters Buckle Detail Booties,AmericanEagle_Ripped_Jeggings.png
48,187,American Eagle Outfitters Canvas SlipOns,AmericanEagle_Hooded_Sweatshirt.png
48,188,American Eagle Outfitters Pointed Toe Flats,AmericanEagle_Baseball_Cap.png
48,189,American Eagle Outfitters Espadrille Wedges,AmericanEagle_SideStripe_Leggings.png
49,190,Patagonia Hiking Boots,Patagonia_Insulated_Parka.png
49,191,Patagonia Trail Running Shoes,Patagonia_Fleece_Vest.png
49,192,Patagonia Waterproof Hiking Shoes,Patagonia_Winter_Hat.png
49,193,Patagonia Lightweight Sneakers,Patagonia_Waterproof_Jacket.png
49,194,Patagonia SlipOn Water Shoes,Patagonia_Recycled_Tee.png
49,195,Patagonia Wading Boots,Patagonia_Thermal_Leggings.png
49,196,Patagonia Insulated Winter Boots,Patagonia_Hiking_Boots.png
49,197,Patagonia Fishing Waders,Patagonia_Pullover_Hoodie.png
49,198,Patagonia Climbing Shoes,Patagonia_Travel_Backpack.png
49,199,Patagonia Snow Boots,Patagonia_Sustainable_Socks.png
50,200,Columbia Sportswear Hiking Boots,Columbia_Columbia_Newton_Ridge_Plus_Hiking_Boots.png
50,201,Columbia Sportswear Waterproof Trail Shoes,Columbia_Columbia_Fairbanks_OmniHeat_Winter_Boots.png
50,202,Columbia Sportswear Snow Boots,Columbia_Columbia_Liftop_Ii_Snow_Boots.png
50,203,Columbia Sportswear Winter Boots,Columbia_Columbia_Ice_Maiden_II_Winter_Boots.png
50,204,Columbia Sportswear Lightweight Hiking Shoes,Columbia_Columbia_Bugaboot_Winter_Boots.png
50,205,Columbia Sportswear Trail Running Sneakers,Columbia_Columbia_Fairbanks_503_Mid_Winter_Boots.png
50,206,Columbia Sportswear Fishing Waders,Columbia_Columbia_Firecamp_Mid_2_Hiking_Shoes.png
50,207,Columbia Sportswear SlipResistant Work Boots,Columbia_Columbia_Crestwood_Hiking_Shoes.png
50,208,Columbia Sportswear Insulated Winter Boots,Columbia_Columbia_Peakfreak_XCRSN_II_XCEL_Low_Hiking_Shoes.png
50,209,Columbia Sportswear WaterResistant Sneakers,Columbia_Columbia_Vulc_N_Vent_Chukka_Winter_Boots.png
51,210,Vans Old Skool Skate Shoes,Vans_Vans_Old_Skool_Sneakers.png
51,211,Vans Classic SlipOn Sneakers,Vans_Vans_Sk8Hi_Sneakers.png
51,212,Vans Sk8Hi HighTops,Vans_Vans_SlipOn_Classic_Sneakers.png
51,213,Vans Authentic Canvas Shoes,Vans_Vans_Authentic_Sneakers.png
51,214,Vans Era LowTop Sneakers,Vans_Vans_Era_Sneakers.png
51,215,Vans Checkerboard SlipOns,Vans_Vans_Ultrarange_Exo_Sneakers.png
51,216,Vans Platform Sneakers,Vans_Vans_Boat_Shoe_Sneakers.png
51,217,Vans HiTop Skate Boots,Vans_Vans_Ward_Hi_Sneakers.png
51,218,Vans Suede SlipOns,Vans_Vans_Anaheim_Factory_Sneakers.png
51,219,Vans Leopard Print Sneakers,Vans_Vans_Varix_Wc_Sneakers.png
52,220,New Balance Running Shoes,New_Balance_New_Balance_Fresh_Foam_Sneakers.png
52,221,New Balance Trail Running Sneakers,New_Balance_New_Balance_Logo_HighTop_Sneakers.png
52,222,New Balance Walking Shoes,New_Balance_New_Balance_990_Running_Shoes.png
52,223,New Balance Tennis Shoes,New_Balance_New_Balance_574_Sneakers.png
52,224,New Balance CrossTraining Sneakers,New_Balance_New_Balance_990v4_Running_Shoes.png
52,225,New Balance Lightweight Running Shoes,New_Balance_New_Balance_996_Sneakers.png
52,226,New Balance Retro Sneakers,New_Balance_New_Balance_997H_Sneakers.png
52,227,New Balance Athletic HighTops,New_Balance_New_Balance_520_Running_Shoes.png
52,228,New Balance Velcro Strap Sneakers,New_Balance_New_Balance_997_Sneakers.png
52,229,New Balance Wide Width Running Shoes,New_Balance_New_Balance_327_Sneakers.png
25,230,The North Face Waterproof Hiking Boots, TheNorthFaceWaterproofHikingBoots.png
25,231,The North Face Trail Running Shoes, TheNorthFaceTrailRunningShoes.png
25,232,The North Face Winter Boots, TheNorthFaceWinterBoots.png
25,233,The North Face Snow Boots, TheNorthFaceSnowBoots.png
25,234,The North Face Lightweight Hiking Shoes, TheNorthFaceLightweightHikingShoes.png
25,235,The North Face Insulated Winter Boots, TheNorthFaceInsulatedWinterBoots.png
25,236,The North Face Snow Sneakers, TheNorthFaceSnowSneakers.png
25,237,The North Face Waterproof Trail Shoes, TheNorthFaceWaterproofTrailShoes.png
25,238,The North Face FleeceLined SlipOns, TheNorthFaceFleeceLinedSlipOns.png
25,239,The North Face ThermoBall Slippers, TheNorthFaceThermoBallSlippers.png
